Unnamed: 0,has_been_proposed_formulas,has_chosen_formula,provider,product_third_party,product_intermediate,product_all_risks,annual_price_third_party,annual_price_intermediate,annual_price_all_risks,chosen_formula,chosen_product,main_driver_age,main_driver_gender,main_driver_licence_age,main_driver_bonus,vehicle_age,vehicle_class,vehicle_group,vehicle_region,has_secondary_driver,has_subscribed,time_difference_days
0,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,-0.8661833840964765,-1.2989703167125237,2,0.45147353869660584,18,False,False,3.0
1,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,1.7097422706404402,-2.21226670749518,0.08895883338594068,2,-0.4417884627839711,21,True,False,1.0
2,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,0.592073549585452,-1.9929348917617558,4,2.0146820412876156,7,True,False,60.0
3,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,0,-0.11454050589913368,0.1433791084525509,0.08895883338594068,4,1.3447355401771828,10,True,False,10.0
4,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.08895883338594068,3,0.45147353869660584,18,False,False,28.0
5,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,-0.8661833840964765,-1.2989703167125237,2,0.45147353869660584,6,True,False,38.0
6,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,0,-0.8963759815589509,0.592073549585452,-0.6917513135444455,4,2.0146820412876156,0,False,False,42.0
7,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,0.592073549585452,1.4768879834844049,1,-1.335050464264548,17,False,False,3.0
8,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,0.08895883338594068,3,1.3447355401771828,20,False,False,8.0
9,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.11454050589913368,0.592073549585452,-1.2989703167125237,4,2.0146820412876156,5,True,False,18.0
10,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,-0.11454050589913368,0.592073549585452,1.4768879834844049,4,2.0146820412876156,15,False,False,-1.0
11,False,False,2,28,27,24,0,0,0,3,39,-0.17362498066407867,0,-0.11454050589913368,0.592073549585452,-0.6917513135444455,1,-1.335050464264548,21,True,False,13.0
12,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.5488935479323656,0.1433791084525509,-1.2989703167125237,3,1.3447355401771828,20,False,False,38.0
13,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,-0.7226347647456582,0.592073549585452,0.9564145521974808,2,0.45147353869660584,8,False,False,29.0
14,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.5488935479323656,0.592073549585452,0.08895883338594068,4,2.0146820412876156,5,False,False,2.0
15,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,-0.8963759815589509,0.592073549585452,0.9564145521974808,1,-1.335050464264548,1,False,False,-1.0
16,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,-0.11454050589913368,0.1433791084525509,1.4768879834844049,1,0.45147353869660584,6,False,False,0.0
17,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.9564145521974808,3,1.3447355401771828,17,False,False,28.0
18,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,1,-1.335050464264548,10,False,False,10.0
19,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,1.7097422706404402,-2.21226670749518,-1.2989703167125237,3,1.3447355401771828,0,True,False,13.0
20,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.11454050589913368,0.592073549585452,0.08895883338594068,4,2.0146820412876156,4,False,False,8.0
21,False,False,2,28,27,24,0,0,0,3,39,-0.17362498066407867,1,0.9279067949806227,0.1433791084525509,-1.2989703167125237,5,2.0146820412876156,20,False,False,-1.0
22,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,-2.21226670749518,-1.2989703167125237,7,0.0,11,False,False,60.0
23,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,1,0.45147353869660584,1,False,False,28.0
24,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,-2.21226670749518,-0.6917513135444455,3,0.45147353869660584,21,False,False,29.0
25,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.11454050589913368,0.592073549585452,0.08895883338594068,3,2.0146820412876156,4,False,False,8.0
26,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,0,-0.8963759815589509,0.592073549585452,1.4768879834844049,3,0.45147353869660584,0,False,False,-1.0
27,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,0.9279067949806227,0.592073549585452,0.9564145521974808,0,-3.344889967595846,11,False,False,0.0
28,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,-0.5488935479323656,0.592073549585452,0.08895883338594068,3,0.45147353869660584,11,False,False,6.0
29,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,0.9279067949806227,0.592073549585452,-1.9929348917617558,7,0.0,17,False,False,5.0
30,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,0,-0.11454050589913368,0.592073549585452,0.08895883338594068,4,1.3447355401771828,14,False,False,91.0
31,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,1.7097422706404402,-2.21226670749518,0.08895883338594068,0,-1.335050464264548,12,True,False,-1.0
32,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,1.7097422706404402,-2.21226670749518,-1.2989703167125237,1,0.45147353869660584,5,True,False,13.0
33,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,1,-0.4417884627839711,1,False,False,8.0
34,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,2,1.3447355401771828,12,False,False,0.0
35,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,-1.9929348917617558,4,2.0146820412876156,15,False,False,29.0
36,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,1,0.45147353869660584,10,False,False,0.0
37,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,-2.21226670749518,0.08895883338594068,1,-0.4417884627839711,14,True,False,25.0
38,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.08895883338594068,4,2.0146820412876156,4,False,False,8.0
39,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,2,0.45147353869660584,9,False,False,1.0
40,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,1.7097422706404402,-2.21226670749518,-1.2989703167125237,7,0.0,11,False,False,29.0
41,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.08895883338594068,3,0.45147353869660584,18,False,False,0.0
42,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,0,-0.8963759815589509,0.592073549585452,-1.9929348917617558,3,2.0146820412876156,11,False,False,-1.0
43,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,1,-0.4417884627839711,17,False,False,29.0
44,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,-1.7326981761182938,4,2.0146820412876156,14,False,False,60.0
45,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,-0.8963759815589509,0.592073549585452,0.9564145521974808,4,1.3447355401771828,20,False,False,8.0
46,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,-0.8963759815589509,0.6481603547270646,0.08895883338594068,3,1.3447355401771828,12,True,False,13.0
47,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,0,-0.8963759815589509,0.592073549585452,0.08895883338594068,2,-0.4417884627839711,7,False,False,0.0
48,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,2,0.45147353869660584,1,False,False,-1.0
49,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.08895883338594068,1,-1.335050464264548,16,True,False,29.0
50,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,1,-0.11454050589913368,0.592073549585452,0.08895883338594068,1,-0.4417884627839711,11,False,False,0.0
51,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.5488935479323656,0.592073549585452,-1.7326981761182938,4,2.0146820412876156,21,False,False,12.0
52,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,0,-0.8963759815589509,0.592073549585452,1.4768879834844049,0,-1.335050464264548,5,False,False,13.0
53,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,0,-0.8963759815589509,0.592073549585452,-1.9929348917617558,1,-0.4417884627839711,11,False,False,29.0
54,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.11454050589913368,0.592073549585452,1.4768879834844049,2,0.45147353869660584,7,False,False,-1.0
55,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,1,-0.7226347647456582,0.592073549585452,1.4768879834844049,3,1.3447355401771828,3,False,False,18.0
56,False,False,2,28,27,24,0,0,0,3,39,-0.8531638621035166,1,-0.8963759815589509,0.592073549585452,1.4768879834844049,1,-1.335050464264548,16,False,False,7.0
57,False,False,2,28,27,24,0,0,0,3,39,-0.17362498066407867,0,-0.11454050589913368,0.6481603547270646,-0.6917513135444455,3,0.45147353869660584,5,False,False,7.0
58,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,0,-0.8963759815589509,0.592073549585452,0.08895883338594068,0,-1.335050464264548,16,False,False,0.0
59,False,False,2,28,27,24,0,0,0,3,39,0.4634427206853943,0,-0.8963759815589509,0.592073549585452,1.4768879834844049,0,-1.335050464264548,1,False,False,-1.0
60,False,False,2,28,27,24,0,0,0,3,39,1.7375781233843404,0,1.7097422706404402,-2.21226670749518,0.08895883338594068,0,-0.4417884627839711,16,True,False,2.0
61,False,False,2,28,27,24,0,0,0,3,39,-0.17362498066407867,0,0.9279067949806227,0.592073549585452,-1.9929348917617558,2,-0.4417884627839711,11,True,False,28.0
62,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.9564145521974808,1,-0.4417884627839711,11,True,False,5.0
63,False,False,2,28,27,24,0,0,0,3,39,-0.5558656014737624,1,-0.8963759815589509,0.592073549585452,0.08895883338594068,3,0.45147353869660584,18,False,False,0.0
